,movie_title,worldwide_box_office,international_box_office,domestic_box_office
29349,Momshies! Ang Soul Mo'y Akin!-2021-06-11,567.0,567.0,
29350,"Me, Myself and Di-2021-06-11",913.0,913.0,
29351,KidÃƒÂ´ senshi Gandamu: SenkÃƒÂ´ no Hasauei-2021-06-11,18731308.0,18731308.0,
29352,Hui Shan Di Yu-2021-06-11,1490000.0,1490000.0,
29353,I Don't Wanna Dance-2021-06-11,31540.0,31540.0,
29354,Liao Zhai Zhi Xuan Ye Hu Ying-2021-06-11,50000.0,50000.0,
29355,The House Next Door: Meet the Blacks 2-2021-06-11,2893660.0,,2893660.0
29356,Sarvam Thaala Mayam-2019-02-01,1409.0,1409.0,
29357,Island Keeper-2021-06-11,21640000.0,21640000.0,
29358,Russkiy Bes-2019-02-01,23919.0,23919.0,
29359,Semana Santa-2019-02-01,16298.0,16298.0,
29360,Organize Ã„Â°Ã…Å¸ler Sazan SarmalÃ„Â±-2019-02-01,9767814.0,9767814.0,
29361,Nanatsu no kaigi-2019-02-01,16083213.0,16083213.0,
29362,Minuscule - Les mandibules du bout du monde-2019-02-01,9484078.0,9484078.0,
29363,Liu Lang Di Qiu-2019-02-05,727846450.0,721970963.0,5875487.0
29364,Met Opera: Carmen-2019-02-01,435881.0,435881.0,
29365,The Least of These: The Graham Staines Story-2019-02-01,144893.0,144893.0,
29366,Long Gone Wild-2019-02-01,,,
29367,Kaake Da Viyah-2019-02-01,2908.0,2908.0,
29368,Gong Hei Pat Poh-2019-02-01,24927.0,24927.0,
29369,Irupathiyonnaam Noottaandu-2019-02-01,3872.0,3872.0,
29370,Ging chaat goo si/Ging chaat goo si juk jaap-2019-02-01,113224.0,,113224.0
29371,L'intervention-2019-01-01,909816.0,909816.0,
29372,Feng Kuang De Wai Xing Ren-2019-02-01,326150303.0,326150303.0,
29373,Fei Chi Ren Sheng-2019-02-01,255832826.0,255832826.0,
29374,Les Estivants-2019-02-01,1445523.0,1445523.0,
29375,Dating Times-2019-02-01,15410.0,15410.0,
29376,Crucible of the Vampire-2019-02-01,1773.0,1773.0,
29377,Chuva E Cantoria Na Aldeia Dos Mortos-2019-02-01,279823.0,279823.0,
29378,Ek Ladki Ko Dekhah Toh Aisa Laga-2019-02-01,3510432.0,2327796.0,1182636.0
29379,Alva-2020-01-17,483.0,483.0,
29380,Royal Opera House The Sleeping Beauty-2020-01-16,1098396.0,1098396.0,
29381,Tieteybit-2020-01-16,117379.0,117379.0,
29382,Royal Ballet 2019/2020 Season: Sleeping Beauty-2020-01-16,13427.0,13427.0,
29383,2020 - Best of IDFA 2019 on Tour-2020-01-17,84633.0,84633.0,
29384,The Lodge-2020-02-07,3090713.0,951806.0,2138907.0
29385,Gaeng-2020-01-16,19449.0,19449.0,
29386,Big Brother-2020-01-17,31147.0,31147.0,
29387,3pol Trobol: Huli ka balbon-2020-01-16,42.0,42.0,
29388,Hachijianha-2020-01-15,8647125.0,8647125.0,
29389,nan-2020-01-16,8060952.0,8060952.0,
29390,Gu Mu Qi Tan 2 Chuan Yue Si Wang Hai-2020-01-14,3604.0,3604.0,
29391,The Sign Painter-2020-01-15,988.0,988.0,
29392,Wu Sheng Guan Gong-2020-01-11,50000.0,50000.0,
29393,Bad Boys For Life-2020-01-17,424536881.0,220119026.0,204417855.0
29394,Spycies-2020-01-11,7782691.0,7782691.0,
29395,2050-2020-01-14,,,
29396,Un vrai bonhomme-2020-01-10,133983.0,133983.0,
29397,Zhi Jing Ying Xiong-2020-01-10,540000.0,540000.0,
29398,Holler-2021-06-11,28706.0,,28706.0
29399,Hou Niao-2021-06-11,1370000.0,1370000.0,
29400,Historias lamentables-2021-06-11,12009.0,12009.0,
29401,The HitmanÃ¢â‚¬â„¢s WifeÃ¢â‚¬â„¢s Bodyguard-2021-06-16,67394555.0,29379828.0,38014727.0
29402,True History Of The Kelly Gang-2020-04-24,452899.0,419083.0,33816.0
29403,Gyokou no Nikuko-chan-2021-01-01,1436710.0,1436710.0,
29404,Final Frequency-2021-06-11,7098.0,,7098.0
29405,VHYes-2020-01-12,47037.0,,47037.0
29406,Domino: Battle of the Bones-2021-06-11,,,
29407,La casa del caracol-2021-06-11,157669.0,157669.0,
29408,Censor-2021-06-11,365738.0,275688.0,90050.0
29409,Character-2021-06-11,12571501.0,12571501.0,
29410,AkillaÃ¢â‚¬â„¢s Escape-2021-06-11,,,
29411,Anny-2021-06-11,3673.0,3673.0,
29412,The 24th Shanghai International Film Festival-2021-06-11,4070000.0,4070000.0,
29413,100UP-2021-06-11,12487.0,12487.0,
29414,Smeshariki and friends of the movies: Issue 2-2021-06-10,58968.0,58968.0,
29415,Two Rode Together-2021-06-10,126.0,126.0,
29416,Shadow Game-2021-06-10,6366.0,6366.0,
29417,Cellar Door-2019-02-01,2158.0,2158.0,
29418,The True Adventures of Wolfboy-2021-06-10,1168.0,1168.0,
29419,Ãƒâ‚¬ cause des filles ..?-2019-02-01,106143.0,106143.0,
29420,Arctic-2019-02-01,3805492.0,1395666.0,2409826.0
29421,Anoche-2019-02-01,29025.0,29025.0,
29422,Bajo el mismo techo-2019-02-01,4101562.0,4101562.0,
29423,An Affair to Die For-2019-02-01,,,
29424,Painkillers-2019-01-31,,,
29425,Alita: Battle Angel-2019-02-14,401900040.0,316061830.0,85838210.0
29426,12 Mighty Orphans-2021-06-11,3712409.0,23686.0,3688723.0
29427,Rassvet-2019-01-31,897544.0,897544.0,
29428,Il primo Re-2019-01-31,2440478.0,2440478.0,
29429,Qu'est-ce qu'on a encore fait au bon dieu?-2019-01-30,86661493.0,86661493.0,
29430,The Nightingale-2019-01-01,910088.0,509347.0,400741.0
29431,Miss Bala-2019-02-01,15364632.0,366605.0,14998027.0
29432,Iwol-2019-01-30,7197.0,7197.0,
29433,Play the Flute-2019-01-28,254475.0,,254475.0
29434,Ã…Â½eny v bÃ„â€ºhu-2019-01-25,9408793.0,9408793.0,
29435,Young Female Warrior-2019-01-25,127410.0,127410.0,
29436,Geukjangpan Hellokabot: Omparoseu Seomui Bimil-2019-01-31,3771277.0,3771277.0,
29437,Trhlina-2019-01-25,1822799.0,1822799.0,
29438,Yao-2019-01-25,5289323.0,5289323.0,
29439,Vals-2019-01-25,485675.0,485675.0,
29440,bbaengban-2019-01-30,13551495.0,13551495.0,
29441,Tito e os PÃƒÂ¡ssaros-2019-01-25,4332.0,,4332.0
29442,Tobulas pasimatymas-2020-01-10,961440.0,961440.0,
29443,That Person and Those Things-2020-01-10,110000.0,110000.0,
29444,Three Christs-2020-01-10,37788.0,,37788.0
29445,La suite nupcial-2020-01-10,111014.0,111014.0,
29446,Stop! Thieves!-2020-01-10,160000.0,160000.0,
29447,Sol-2020-11-20,849404.0,849077.0,327.0
29448,SÃ„Â±fÃ„Â±r Bir-2020-01-10,2718068.0,2718068.0,
29449,Tanhaji: The Unsung Warrior-2020-01-10,639282.0,639282.0,
29450,Sarileru Neekevvaru-2020-01-10,1180409.0,359409.0,821000.0
29451,Seberg-2020-12-13,931982.0,483973.0,448009.0
29452,Rem-2020-01-10,4801.0,4801.0,
29453,The Runaways-2020-01-10,27332.0,27332.0,
29454,La protagonista-2020-01-10,560.0,560.0,
29455,Reality Queen!-2020-01-10,,,
29456,Perdida-2020-01-10,1486573.0,1486573.0,
29457,El Principe-2020-01-10,663.0,663.0,
29458,La muerte no existe y el amor tampoco-2020-01-10,8957.0,8957.0,
29459,Mirror Without Reflection-2020-01-10,11172.0,11172.0,
29460,My Little Friends and I-2020-01-10,43952.0,43952.0,
29461,The Murder of Nicole Brown Simpson-2020-01-10,,,
29462,The Red Ghost-2021-06-10,231923.0,231923.0,
29463,El navegante solitario-2020-01-10,1228.0,1228.0,
29464,Platzspitzbaby-2021-06-10,,,
29465,NOW-2021-06-10,,,
29466,Never Stop-2021-06-10,22115065.0,22115065.0,
29467,Los Lobos-2021-06-10,26086.0,26086.0,
29468,Night Walk-2021-06-10,7488.0,7488.0,
29469,ElisaÃ¢â‚¬â„¢s Day-2021-06-10,48043.0,48043.0,
29470,In the Heights-2021-06-10,43679828.0,13704661.0,29975167.0
29471,Heimat Natur-2021-06-10,,,
29472,Comedians-2021-06-10,180721.0,180721.0,
29473,The Magic Flute-2021-06-10,,,
29474,Kikoriki and Friends. Vol. 2-2021-06-10,63512.0,63512.0,
29475,Beautiful Women in Dreams-2021-06-10,240000.0,240000.0,
29476,Bon Jovi from Encore Nights-2021-06-10,150628.0,150628.0,
29477,200 Meters-2021-06-09,35386.0,35386.0,
29478,Fen Dou Ba Zhong Hua Er Nu-2021-06-07,660000.0,660000.0,
29479,Journey to the Center of the Deep Ocean-2021-06-05,3830000.0,3830000.0,
29480,Shi Ren-2021-06-05,130000.0,130000.0,
29481,Witnesses-2021-06-04,855765.0,,855765.0
29482,Under The Stadium Lights-2021-06-04,,,
29483,Thackeray-2019-01-25,19486.0,19486.0,
29484,Spasti Leningrad-2019-01-25,3068838.0,3068838.0,
29485,Xiang Qin Da Zuo Zhan-2021-06-04,2220000.0,2220000.0,
29486,Super Frenchie-2021-06-04,,,
29487,Vaurien-2021-06-09,27207.0,27207.0,
29488,Psycho-Pass: Sinners of the System Case 1 Tsumi to Batsu-2019-01-25,886694.0,886694.0,
29489,Royal Opera House: La Traviata-2019-01-25,879866.0,879866.0,
29490,Overbooking-2019-01-25,31790.0,31790.0,
29491,Les petits flocons-2019-01-25,243770.0,243770.0,
29492,L'Ordre des mÃƒÂ©decins-2019-01-25,1046524.0,1046524.0,
29493,National Theatre Live: I'm Not Running-2019-01-25,584148.0,584148.0,
29494,Solar Eclipse: Depth of Darkness-2019-01-30,6710.0,6710.0,
29495,Northern Ballet Bite Sized Ballets: Tortoise & the Hare-2019-01-25,41237.0,41237.0,
29496,"Misz masz, czyli kogel-mogel 3-2019-01-25",13133367.0,13133367.0,
29497,Mr. Majnu-2019-01-25,13829.0,13829.0,
29498,NaruÃ…Â¡itel-2019-01-25,36890.0,36890.0,
29499,Mirreyes contra Godinez-2019-01-25,11949192.0,11949192.0,
29500,Manou the Swift-2019-01-25,3894423.0,3894423.0,
29501,Love Sonia-2019-01-25,6022.0,6022.0,
29502,King of Beasts-2019-01-25,,,
29503,Manikarnika: The Queen Of Jhansi-2019-01-25,226553.0,226553.0,
29504,Kak ya stal russkim-2019-01-25,3154206.0,3154206.0,
29505,Met Opera: Wozzeck-2020-01-11,1032835.0,169835.0,863000.0
29506,Mayday-2020-01-10,5011408.0,5011408.0,
29507,La Liga de los 5-2020-01-10,243838.0,243838.0,
29508,Kaiji: Fainaru gÃƒÂªmu-2020-01-10,17631172.0,17631172.0,
29509,Like a Boss-2020-01-10,26567902.0,4398388.0,22169514.0
29510,La innocÃƒÂ¨ncia-2020-01-10,129609.0,129609.0,
29511,Koali & Rice-2020-01-10,19583.0,19583.0,
29512,Girls und Panzer das Finale: Part I-2020-01-10,37653.0,37653.0,
29513,Gamonya: Hayaller ÃƒÅ“lkesi-2020-01-10,2345486.0,2345486.0,
29514,Inherit the Viper-2020-01-10,,,
29515,Lie Hu Xing Dong-2020-01-10,149173.0,149173.0,
29516,Les enfants d'Isadora-2020-01-10,4983.0,4983.0,
29517,Dhurala-2020-01-10,,,
29518,The Dawn-2020-01-10,140710.0,140710.0,
29519,Erde-2020-01-10,,,
29520,Biz BÃƒÂ¶yleyiz-2020-01-10,1242183.0,1242183.0,
29521,Afterward-2020-01-10,6477.0,,6477.0
29522,Chhapaak-2020-01-10,922657.0,318323.0,604334.0
29523,Diving Deep: The Life and Times of Mike deGruy-2020-01-10,,,
29524,Ala Vaikunthapurramuloo-2020-01-10,454460.0,454460.0,
29525,Wooljima Tonze 2: Shukeuran Baba-2020-01-09,120135.0,120135.0,
29526,De slag om de Schelde-2021-06-04,5997763.0,5997763.0,
29527,RurÃƒÂ´ni Kenshin: Sai shÃƒÂ»shÃƒÂ´ Ã¢â‚¬â€ The Beginning-2021-06-04,21318560.0,21318560.0,
29528,ShÃƒÂ´jo kaikÃƒÂ´-2020-01-09,5174.0,5174.0,
29529,Mongmareuteu Papa-2020-01-09,36121.0,36121.0,
29530,Mao Zedong in Caixi-2021-06-04,50000.0,50000.0,
29531,Karen-2021-06-04,12146.0,12146.0,
29532,Monuments-2021-06-04,,,
29533,K3: Dans van de Farao-2021-06-04,390211.0,390211.0,
29534,Gully-2021-06-04,22517.0,,22517.0
29535,Gaza mon amour-2021-06-04,48762.0,48762.0,
29536,Chasing Wonders-2021-06-04,,,
29537,Coses a fer abans de morir-2021-06-04,203.0,203.0,
29538,Dropje-2021-06-04,723.0,723.0,
29539,Buurman & Buurman: Bakken en grillen-2021-06-04,326915.0,326915.0,
29540,Ahead of the Curve-2021-06-04,,,
29541,"All Light, Everywhere-2021-06-04",37266.0,,37266.0
29542,After Love-2021-06-04,414928.0,414928.0,
29543,Tiptoeing-2021-06-03,16675.0,16675.0,
29544,Sseol-2021-06-03,22340.0,22340.0,
29545,The Power-2021-06-03,29603.0,29603.0,
29546,Spasti nelzya ostavit-2021-06-03,15806.0,15806.0,
29547,Runway-2021-06-03,,,
29548,Poket mi nateommaege sseuneun pyeonji-2021-06-03,7525.0,7525.0,
29549,Ir visi jÃ…Â³ vyrai-2019-01-25,775333.0,775333.0,
29550,Inferior Student Qiao Xi-2019-01-25,87578.0,87578.0,
29551,La Jerusalem Argentina-2019-01-25,916.0,916.0,
29552,Heartlock-2019-01-25,,,
29553,Nataut-2021-06-03,82060.0,82060.0,
29554,Hai Shang Fu Cheng-2019-01-25,67678.0,67678.0,
29555,"Goodnight, Charlene-2019-01-25",,,
29556,Les fauves-2019-01-25,75063.0,75063.0,
29557,Debaixo do CÃƒÂ©u-2019-01-25,4654.0,4654.0,
29558,Da Zhen Tan-2019-01-25,1162914.0,1162914.0,
29559,Continuer-2019-01-25,247793.0,247793.0,
29560,The Challenger Disaster-2019-01-25,,,
29561,The Girl In The Orange Dress-2019-01-25,3501.0,3501.0,
29562,AslÃ„Â± Gibidir-2019-01-25,250934.0,250934.0,
29563,BTS World Tour: Love Yourself in Seoul-2019-01-25,6587004.0,6587004.0,
29564,Antiquities-2019-01-25,,,
29565,All the Devil's Men-2019-01-25,14185.0,14185.0,
29566,Ai Uta: Yakusoku no Nakuhito-2019-01-25,379028.0,379028.0,
29567,Volki i ovtsy. Khod sviney-2019-01-24,3178169.0,3178169.0,
29568,Opgelegd Werk-2019-01-24,19038.0,19038.0,
29569,"Kabul, City in the Wind-2019-01-24",,,
29570,The Bounty Killer-2019-01-25,48815.0,,48815.0
29571,Darbar-2020-01-10,711435.0,711435.0,
29572,Hammamet-2020-01-09,6582842.0,6582842.0,
29573,The Assent-2020-01-10,637990.0,637990.0,
29574,The Child in Time-2020-01-09,39288.0,39288.0,
29575,Buscando a Myu-2019-01-25,100.0,100.0,
29576,Alkohol-2020-01-09,,,
29577,Serenity-2019-01-25,13008804.0,4461759.0,8547045.0
29578,Dolittle-2020-01-17,251409960.0,174362895.0,77047065.0
29579,De Kuthoer-2020-01-08,,,
29580,Xiong Chu Mo: Kuang Ye Da Lu-2020-01-04,93021024.0,93021024.0,
29581,Malang-2020-02-07,3769620.0,3769620.0,
29582,Les vÃƒÂ©tos-2020-01-03,4788821.0,4788821.0,
29583,Mult v. Kino Vypusk No. 110-2020-01-04,64781.0,64781.0,
29584,Somos Calentura: We Are The Heat-2020-01-03,1100.0,1100.0,
29585,Sinamkol-2020-01-03,3332.0,3332.0,
29586,Sab Kushal Mangal-2020-01-03,184.0,184.0,
29587,Qin Ai Dw Xin Nian Hao-2020-01-03,9120498.0,9120498.0,
29588,Patients of a Saint-2020-01-03,593148.0,593148.0,
29589,El silencio del pantano-2020-01-03,280014.0,280014.0,
29590,Who Will Write Our History-2020-01-18,138868.0,829.0,138039.0
29591,Le Miracle du Saint Inconnu-2020-01-03,107234.0,107234.0,
29592,Play-2020-01-03,1899658.0,1899658.0,
29593,Na skorosti-2021-06-03,6037.0,6037.0,
29594,The Misfits-2021-06-11,955916.0,855245.0,100671.0
29595,Maledetta primavera-2021-06-03,71523.0,71523.0,
29596,LÃ¢â‚¬â„¢occhio di vetro-2021-06-03,813.0,813.0,
29597,Die Letzten Reporter-2021-06-03,,,
29598,Jeonya-2021-06-03,8211.0,8211.0,
29599,The Education of Fredrick Fitzell-2021-06-03,177970.0,177970.0,
29600,Hannes-2021-06-03,18.0,18.0,
29601,Breaking Bread-2021-02-04,118219.0,118219.0,
29602,Villa Caprice-2021-06-02,940344.0,940344.0,
29603,Baikal. Magiya Vody-2021-06-03,514698.0,514698.0,
29604,Tutti per Uma-2021-06-02,39510.0,39510.0,
29605,The Shift-2021-06-02,48330.0,48330.0,
29606,Suzanna Andler-2021-10-08,67754.0,67754.0,
29607,Chacun chez soi-2021-06-02,1355175.0,1355175.0,
29608,Playlist-2021-06-02,181812.0,181812.0,
29609,Petite maman-2021-04-22,995042.0,995042.0,
29610,Des hommes-2021-06-02,1313784.0,1313784.0,
29611,xiÃ‡Å½o dÃƒÂ¹ kÃ‡Å½-2021-06-01,650000.0,650000.0,
29612,Yang Guang Jie Mei Tao-2021-05-30,14690000.0,14690000.0,
29613,Kakegurui the Movie: Zettai Zetsumei Russian Roulette-2021-06-01,1084503.0,1084503.0,
29614,One Day When We Were Young-2021-05-29,1770000.0,1770000.0,
29615,Jeonjueseo gileul modda-2021-06-01,2227.0,2227.0,
29616,The Golem-2019-01-24,267793.0,267793.0,
29617,The Last Darling Bulgaria-2021-05-29,,,
29618,The Final Wish-2019-01-24,,,
29619,Eolguldeul-2019-01-24,9734.0,9734.0,
29620,BEEF: ÃÂ ÃÂ£ÃÂ¡ÃÂ¡ÃÅ¡ÃËœÃâ„¢ ÃÂ¥ÃËœÃÅ¸-ÃÂ¥ÃÅ¾ÃÅ¸-2019-01-24,379161.0,379161.0,
29621,Babushka lyogkogo povedeniya - 2-2019-01-24,7142802.0,7142802.0,
29622,Compromessi Sposi-2019-01-24,1351302.0,1351302.0,
29623,Bricked-2019-01-24,,,
29624,"Nidome no natsu, nidoto aenai kimi-2019-01-23",11645.0,11645.0,
29625,Mult v. Kino Vypusk No. 89-2019-01-20,98409.0,98409.0,
29626,Boonie Bears: Blast Into The Past-2019-01-19,112306488.0,112306488.0,
29627,Astral-2019-01-24,681057.0,681057.0,
29628,Geukhanjikeob-2019-01-25,116127561.0,114561676.0,1565885.0
29629,The Untold Story-2019-01-18,,,
29630,ÃƒÅ“ÃƒÂ§ Harfliler: Adak-2019-01-18,545984.0,545984.0,
29631,Unbridled-2019-01-18,,,
29632,Tiro e Queda-2019-01-18,259545.0,259545.0,
29633,Sanfelices-2019-01-18,7022.0,7022.0,
29634,The Standoff at Sparrow Creek-2019-01-18,,,
29635,Why Cheat India-2019-01-18,20108.0,20108.0,
29636,Royal Opera House: The Queen of Spades-2019-01-18,317603.0,317603.0,
29637,Laz Kit-2020-01-03,186.0,186.0,
29638,La Marca del Demonio-2020-01-03,398533.0,398533.0,
29639,Paul Mccartney & Wings: The Bruce Mcmouse Show-2019-01-18,3813.0,3813.0,
29640,Jak zostalem gangsterem. Historia prawdziwa-2020-01-03,5968526.0,5968526.0,
29641,H Is For Happiness-2020-01-03,293266.0,293266.0,
29642,Herons-2020-01-03,730000.0,730000.0,
29643,Gece Gelen: Cin Bebek-2020-01-03,17044.0,17044.0,
29644,La Gallina Turuleca-2020-01-03,1384561.0,1384561.0,
29645,Driving Licence-2020-01-03,7899.0,7899.0,
29646,Bhangra Paa Le-2020-01-03,1180.0,1180.0,
29647,The Call of the Wild-2020-02-21,107360936.0,45018568.0,62342368.0
29648,Chun Jiang Shui Nuan-2020-01-03,877336.0,877336.0,
29649,Avane Srimannarayana-2020-01-03,23257.0,23257.0,
29650,Advocate-2020-01-03,16942.0,,16942.0
29651,City of Joel-2020-01-03,,,
29652,18 regali-2020-01-02,3381374.0,3381374.0,
29653,2177: The San Francisco Love Hacker Crimes-2020-01-03,2467.0,2467.0,
29654,AndrÃƒÂ© Rieu: 70 Years Young-2020-01-03,3788671.0,3788671.0,
29655,Up Up & Up-2020-01-01,659.0,659.0,
29656,Tolo Tolo-2020-01-01,52186424.0,52186424.0,
29657,Dreissig-2020-01-01,30389.0,30389.0,
29658,"Ã…Â½monÃ„â€”s, kuriuos paÃ…Â¾Ã„Â¯stam-2021-05-28",4970.0,4970.0,
29659,Zebra Girl-2021-05-28,873.0,873.0,
29660,2021 Mikio Naruse film retrospective-2021-05-29,100000.0,100000.0,
29661,Ã…Â½ÃƒÂ¡by bez jazyka-2021-05-28,1548.0,1548.0,
29662,Yi zhi you dao hai shui bian lan-2021-05-28,1091977.0,1091977.0,
29663,Wolka-2021-05-28,51273.0,51273.0,
29664,The Return: Life After ISIS-2021-05-28,2933.0,2933.0,
29665,Welcome Matt-2021-05-28,,,
29666,Utsukushiki Yuwaku Gendai no Gabi-2021-05-28,5239977.0,5239977.0,
29667,Surcos-2021-05-28,8940.0,8940.0,
29668,Sui Yue Zai ZheÃ¢â‚¬â„¢er-2021-05-28,220000.0,220000.0,
29669,Surge-2021-09-24,34454.0,34454.0,
29670,Una Primavera-2020-01-02,,,
29671,SmolnÃƒÂ½ pich aneb PitomÃƒÂ½ porno-2021-05-28,12128.0,12128.0,
29672,Sepelenmis Ãƒâ€“lÃƒÂ¼mler Arasinda-2021-05-28,913.0,913.0,
29673,Moby Doc-2021-05-28,,,
29674,Poate mai trÃ„Æ’iesc Ãˆâ„¢i azi-2021-05-28,4689.0,4689.0,
29675,Luca-2021-05-28,1002916.0,1002916.0,
29676,HygiÃƒÂ¨ne sociale-2021-05-28,911.0,911.0,
29677,Hokusai-2021-05-28,352371.0,352371.0,
29678,New French Shorts 2021-2021-05-28,,,
29679,Granada Nights-2021-05-28,4045.0,4045.0,
29680,FÃƒÂ©lix et le trÃƒÂ©sor de MorgÃƒÂ¤a-2021-05-28,240115.0,240115.0,
29681,A Fangirl's Romance-2021-05-28,360000.0,360000.0,
29682,Kaka Ji-2019-01-18,44256.0,44256.0,
29683,The Kid Who Would Be King-2019-01-25,28296983.0,11506193.0,16790790.0
29684,Jia HeWan Shi Jing-2019-01-18,4815816.0,4815816.0,
29685,MasukarÃƒÂªdo hoteru-2019-01-18,41885312.0,41885312.0,
29686,London Unplugged-2019-01-18,9468.0,9468.0,
29687,Immenhof - Das Abenteuer eines Sommers-2019-01-18,2871120.0,2871120.0,
29688,L'incroyable histoire du facteur Cheval-2019-01-18,9971756.0,9971756.0,
29689,Jack Em Popoy: The Puliscredibles-2019-01-18,6040.0,6040.0,
29690,Hey Duggee at the Cinema-2019-01-18,316425.0,316425.0,
29691,La Gran aventura de los Lunnis y el libro magico-2019-01-18,1505700.0,1505700.0,
29692,F2: Fun And Frustration-2019-01-18,128708.0,128708.0,
29693,Eiga: TÃƒÂ´ken ranbu-2019-01-18,7858150.0,7858150.0,
29694,Gente que viene y bah-2019-01-18,1253919.0,1253919.0,
29695,DonÃ¢â‚¬â„¢t Come Back From the Moon-2019-01-18,,,
29696,I Hate Kids-2019-01-18,,,
29697,Ãƒâ€¡iÃƒÂ§ero-2019-01-18,2013066.0,2013066.0,
29698,Champa Flower-2019-01-18,3541.0,3541.0,
29699,Dove Bisogna Stare-2019-01-18,7834.0,7834.0,
29700,Canal Street-2019-01-18,251917.0,,251917.0
29701,The Brawler-2019-01-18,809.0,809.0,
29702,Baba Parasi-2020-01-01,5582806.0,5582806.0,
29703,Can Dostlar-2019-01-18,2673728.0,2673728.0,
29704,Druga polowa-2021-05-28,345449.0,345449.0,
29705,Bo Gia-2021-05-28,350000.0,,350000.0
29706,El aÃƒÂ±o de la furia-2021-05-28,35859.0,35859.0,
29707,American Traitor: The Trial of Axis Sally-2021-05-28,14000.0,,14000.0
29708,Bank Job-2021-05-28,2442.0,2442.0,
29709,Wine Reflections-2021-05-27,28972.0,28972.0,
29710,Volition-2021-05-27,,,
29711,Antarctica-2021-05-28,771339.0,771339.0,
29712,Sir Alex Ferguson: Never Give In-2021-05-27,115599.0,115599.0,
29713,Untitled Fireman Sam Special-2021-05-27,10180.0,10180.0,
29714,Il Quaderno Nero DellÃ¢â‚¬â„¢amore-2021-05-27,13161.0,13161.0,
29715,Brave Rabbit 3: The Creazy Time Machine-2019-01-18,754959.0,754959.0,
29716,BorÃƒÂ§ HarÃƒÂ§-2019-01-18,567837.0,567837.0,
29717,Bombairiya-2019-01-18,15496.0,15496.0,
29718,Bolshoi Ballet: La Bayadere-2019-01-18,176217.0,176217.0,
29719,An Acceptable Loss-2019-01-18,32452.0,,32452.0
29720,"AnÃƒÂ­bal, justo una muerte-2019-01-18",318.0,318.0,
29721,Storm Boy-2019-04-05,4357363.0,4285603.0,71760.0
29722,Meiteu-2019-01-17,10682.0,10682.0,
29723,Gukoroku-2019-01-17,33393.0,33393.0,
29724,All These Small Moments-2019-01-17,,,
29725,What is Democracy-2019-01-16,44502.0,,44502.0
29726,Glass-2019-01-18,246999039.0,135950571.0,111048468.0
29727,Eondeodog-2019-01-16,1854645.0,1854645.0,
29728,Startups-2019-01-14,1196360.0,1196360.0,
29729,L'agenzia dei bugiardi-2019-01-17,1788083.0,1788083.0,
29730,Poppy-2021-05-27,140623.0,140623.0,
29731,"Ya, Ty, Vin, Vona-2019-01-11",15577.0,15577.0,
29732,Nachspiel-2021-05-27,,,
29733,Dragon Force-Rise of Ultraman-2019-01-13,5755641.0,5755641.0,
29734,geudae ireumeun jangmi-2019-01-16,644612.0,644612.0,
29735,My Name is Gulpilil-2021-05-27,316643.0,316643.0,
29736,Mult v. Kino Vypusk No. 126-2021-05-27,112281.0,112281.0,
29737,MamaÃ¢â‚¬â„¢s Girl-2021-05-27,8069.0,8069.0,
29738,Love Shorts-2021-05-27,,,
29739,Igray so mnoy-2021-05-27,3860.0,3860.0,
29740,My Indian Boyfriend-2021-05-27,100715.0,100715.0,
29741,Ich chi-2021-05-27,94098.0,94098.0,
29742,Here We Move Here We Groove-2021-05-27,,,
29743,Reign of the Supermen/The Death of Superman: Double Feature-2019-01-13,6992.0,6992.0,
29744,Fortuna-2021-05-27,14950.0,14950.0,
29745,Endangered Species-2021-05-28,46448.0,46448.0,
29746,Si le vent tombe-2021-05-26,57207.0,57207.0,
29747,Un confine incerto-2021-05-27,,,
29748,A Quiet Place: Part II-2021-05-28,296667589.0,136451825.0,160215764.0
29749,Paipeulain-2021-05-26,1033307.0,1033307.0,
29750,Meander-2021-07-09,663073.0,663073.0,
29751,Kantai-2021-05-26,152762.0,152762.0,
29752,Vinaya Vidheya Rama-2019-01-11,38223.0,38223.0,
29753,Cruella-2021-05-28,226892470.0,140789236.0,86103234.0
29754,Underdog-2019-01-11,5165131.0,5165131.0,
29755,Uri: The Surgical Strike-2019-01-11,4876800.0,691137.0,4185663.0
29756,Todos los Caminos-2019-01-11,29614.0,29614.0,
29757,The Third Wife-2019-05-15,179693.0,94760.0,84933.0
29758,Spec. Ã…Â½vÃ„â€”rynas-2019-01-11,21778.0,21778.0,
29759,SGT. Will Gardner-2019-01-11,,,
29760,Save Your Soul-2019-01-11,102030.0,102030.0,
29761,Vers la bataille-2021-05-26,15396.0,15396.0,
29762,Terra Franca-2019-01-11,13014.0,13014.0,
29763,Rural Summer Vacation-2019-01-11,29637.0,29637.0,
29764,Ru Hai Feng Yun-2019-01-11,24930.0,24930.0,
29765,Pledge-2019-01-11,,,
29766,Petta-2019-01-11,772944.0,772944.0,
29767,Nereus-2019-01-11,10965.0,10965.0,
29768,Only Love Can Do This To Me-2019-01-11,75888.0,75888.0,
29769,Aruko laibeu mujikeol insaideu willieom-2021-05-26,10785.0,10785.0,
29770,National Theatre Live: The Tragedy of King Richard the Second-2019-01-11,430055.0,430055.0,
29771,The 8th-2021-05-25,,,
