,movie_title,award_name
2127,Mr. Deeds-2002-06-28, #77MostSharedMovieof2002
2128,Mr. Peabody & Sherman-2014-03-07,#78MostDiscussedMovieof2014
2129,Mr. Turner-2014-12-19,#2BestMovieof2014 
2130,Mr. Turner-2014-12-19, #30MostSharedMovieof2014
2131,Much Ado About Nothing-2013-06-07,#65BestMovieof2013
2132,Mud-2013-04-26,#88BestMovieof2013 
2133,Mud-2013-04-26, #82MostDiscussedMovieof2013 
2134,Mud-2013-04-26, #78MostSharedMovieof2013
2135,Mudbound-2017-11-17,#34BestMovieof2017
2136,Mugabe and the White African-2010-07-23,#49BestMovieof2010
2137,Munich-2005-12-23,#78BestMovieof2005 
2138,Munich-2005-12-23, #16MostDiscussedMovieof2005 
2139,Munich-2005-12-23, #40MostSharedMovieof2005
2140,Murder on the Orient Express-2017-11-10,#42MostDiscussedMovieof2017 
2141,Murder on the Orient Express-2017-11-10, #48MostSharedMovieof2017
2142,Murderball-2005-07-08,#6BestMovieof2005
2143,Murderous Maids-2002-04-19,#42BestMovieof2002
2144,Muscle Shoals-2013-09-27,#94BestMovieof2013
2145,Museo-2018-09-14,#35BestMovieof2018
2146,Music Within-2007-10-26,#97MostSharedMovieof2007
2147,Mustang-2015-11-20,#39BestMovieof2015 
2148,Mustang-2015-11-20, #65MostSharedMovieof2015
2149,Mutual Appreciation-2006-09-01,#26BestMovieof2006
2150,My Best Friend's Girl-2008-09-19,#87MostSharedMovieof2008
2151,My Big Fat Greek Wedding-2002-04-19,#93MostDiscussedMovieof2002 
2152,My Big Fat Greek Wedding-2002-04-19, #28MostSharedMovieof2002
2153,My Big Fat Greek Wedding 2-2016-03-25,#5MostSharedMovieof2016
2154,My Dog Tulip-2010-09-01,#35BestMovieof2010
2155,My Kid Could Paint That-2007-10-05,#74BestMovieof2007
2156,My Little Pony: The Movie-2017-10-06,#70MostDiscussedMovieof2017
2157,My Mother's Smile-2005-02-11,#74BestMovieof2005
2158,My Perestroika-2011-03-23,#4BestMovieof2011
2159,My Summer of Love-2005-06-17,#23BestMovieof2005
2160,My Week with Marilyn-2011-11-23,#91MostDiscussedMovieof2011
2161,My Winnipeg-2008-06-13,#12BestMovieof2008
2162,Mysterious Skin-2005-05-06,#82BestMovieof2005
2163,Mystic River-2003-10-08,#16BestMovieof2003 
2164,Mystic River-2003-10-08, #19MostDiscussedMovieof2003 
2165,Mystic River-2003-10-08, #21MostSharedMovieof2003
2166,Nacho Libre-2006-06-16,#53MostDiscussedMovieof2006 
2167,Nacho Libre-2006-06-16, #52MostSharedMovieof2006
2168,Nanking-2007-12-12,#58BestMovieof2007
2169,Napoleon Dynamite-2004-06-11,#9MostDiscussedMovieof2004 
2170,Napoleon Dynamite-2004-06-11, #37MostSharedMovieof2004
2171,Narc-2002-12-20,#93BestMovieof2002
2172,National Gallery-2014-11-05,#7BestMovieof2014
2173,National Treasure-2004-11-19,#24MostDiscussedMovieof2004 
2174,National Treasure-2004-11-19, #67MostSharedMovieof2004
2175,National Treasure: Book of Secrets-2007-12-21,#47MostDiscussedMovieof2007
2176,Nebraska-2013-11-15,#14BestMovieof2013 
2177,Nebraska-2013-11-15, #81MostDiscussedMovieof2013 
2178,Nebraska-2013-11-15, #69MostSharedMovieof2013
2179,Neighbors-2014-05-09,#47MostDiscussedMovieof2014
2180,Neighbors 2: Sorority Rising-2016-05-20,#90MostSharedMovieof2016
2181,Neil Young: Heart of Gold-2006-02-10,#18BestMovieof2006
2182,Neil Young Journeys-2012-06-29,#84BestMovieof2012
2183,Neruda-2016-12-16,#46BestMovieof2016
2184,Nerve-2016-07-27,#91MostDiscussedMovieof2016
2185,Never Back Down-2008-03-14,#76MostDiscussedMovieof2008
2186,Never Let Me Go-2010-09-15,#83MostDiscussedMovieof2010 
2187,Never Let Me Go-2010-09-15, #48MostSharedMovieof2010
2188,New York Doll-2005-10-28,#88BestMovieof2005
2189,News of the World-2020-12-25,#61MostDiscussedMovieof2020
2190,Newtown-2016-10-07,#15BestMovieof2016
2191,Next-2007-04-27,#81MostSharedMovieof2007
2192,Next Friday-2000-01-12,#48MostSharedMovieof2000
2193,Nicholas Nickleby-2002-12-27,#90BestMovieof2002
2194,Nick and Norah's Infinite Playlist-2008-10-03,#99MostDiscussedMovieof2008
2195,Night at the Museum-2006-12-22,#32MostDiscussedMovieof2006
2196,Night at the Museum: Battle of the Smithsonian-2009-05-22,#80MostDiscussedMovieof2009
2197,Night at the Museum: Secret of the Tomb-2014-12-19,#86MostDiscussedMovieof2014
2198,Nightcrawler-2014-10-31,#98BestMovieof2014 
2199,Nightcrawler-2014-10-31, #25MostDiscussedMovieof2014 
2200,Nightcrawler-2014-10-31, #14MostSharedMovieof2014
2201,Nightmare Alley-2021-12-17,#66MostDiscussedMovieof2021
2202,Nine-2009-12-18,#50MostDiscussedMovieof2009 
2203,Nine-2009-12-18, #100MostSharedMovieof2009
2204,Nine Lives-2005-10-14,#37BestMovieof2005
2205,Ninja Assassin-2009-11-25,#70MostDiscussedMovieof2009 
2206,Ninja Assassin-2009-11-25, #37MostSharedMovieof2009
2207,No-2013-02-15,#41BestMovieof2013 
2208,No-2013-02-15, #14MostSharedMovieof2013
2209,No Country for Old Men-2007-11-09,#5BestMovieof2007 
2210,No Country for Old Men-2007-11-09, #1MostDiscussedMovieof2007 
2211,No Country for Old Men-2007-11-09, #6MostSharedMovieof2007
2212,No Good Deed-2014-09-12,#96MostSharedMovieof2014
2213,No Home Movie-2016-04-01,#47BestMovieof2016
2214,No Man's Land-2001-12-07,#17BestMovieof2001
2215,No Strings Attached-2011-01-21,#97MostDiscussedMovieof2011 
2216,No Strings Attached-2011-01-21, #65MostSharedMovieof2011
2217,No Time to Die-2021-10-08,#16MostDiscussedMovieof2021
2218,Noah-2014-03-28,#14MostDiscussedMovieof2014 
2219,Noah-2014-03-28, #61MostSharedMovieof2014
2220,Nobody-2021-03-26,#33MostDiscussedMovieof2021
2221,Nobody Knows-2005-02-04,#3BestMovieof2005
2222,Nocturnal Animals-2016-11-18,#39MostDiscussedMovieof2016 
2223,Nocturnal Animals-2016-11-18, #66MostSharedMovieof2016
2224,Non-Stop-2014-02-28,#45MostDiscussedMovieof2014
2225,Norbit-2007-02-09,#85MostDiscussedMovieof2007 
2226,Norbit-2007-02-09, #19MostSharedMovieof2007
2227,Norm of the North-2016-01-15,#57MostDiscussedMovieof2016
2228,Northfork-2003-07-11,#69MostDiscussedMovieof2003
2229,Nossa Chape-2018-06-01,#72BestMovieof2018
2230,Not Another Teen Movie-2001-12-14,#95MostDiscussedMovieof2001 
2231,Not Another Teen Movie-2001-12-14, #64MostSharedMovieof2001
2232,Notorious-2009-01-16,#80MostSharedMovieof2009
2233,November-2018-02-23,#82BestMovieof2018
2234,Now You See Me-2013-05-31,#22MostDiscussedMovieof2013 
2235,Now You See Me-2013-05-31, #21MostSharedMovieof2013
2236,Now You See Me 2-2016-06-10,#59MostDiscussedMovieof2016 
2237,Now You See Me 2-2016-06-10, #89MostSharedMovieof2016
2238,Nowhere in Africa-2003-03-07,#76BestMovieof2003
2239,Nowhere to Hide-2017-06-23,#53BestMovieof2017
2240,Nurse Betty-2000-09-08,#98BestMovieof2000
2241,Nuts!-2016-06-22,#42BestMovieof2016
2242,Nutty Professor II: The Klumps-2000-07-28,#66MostSharedMovieof2000
2243,Nymphomaniac: Volume I-2014-03-21,#34MostSharedMovieof2014
2244,"O Brother, Where Art Thou?-2000-12-22",#22MostDiscussedMovieof2000 
2245,"O Brother, Where Art Thou?-2000-12-22", #16MostSharedMovieof2000
2246,Oblivion-2013-04-19,#10MostDiscussedMovieof2013 
2247,Oblivion-2013-04-19, #39MostSharedMovieof2013
2248,Obscene-2008-09-26,#66BestMovieof2008
2249,Observe and Report-2009-04-10,#88MostDiscussedMovieof2009
2250,Obsessed-2009-04-24,#93MostDiscussedMovieof2009 
2251,Obsessed-2009-04-24, #46MostSharedMovieof2009
2252,Obvious Child-2014-06-06,#97BestMovieof2014
2253,Oceans-2010-04-22,#68BestMovieof2010
2254,Ocean's Eleven-2001-12-07,#64BestMovieof2001 
2255,Ocean's Eleven-2001-12-07, #21MostDiscussedMovieof2001 
2256,Ocean's Eleven-2001-12-07, #44MostSharedMovieof2001
2257,Ocean's Thirteen-2007-06-08,#65MostDiscussedMovieof2007
2258,Ocean's Twelve-2004-12-10,#56MostDiscussedMovieof2004
2259,Oculus-2014-04-11,#53MostDiscussedMovieof2014
2260,Of Men and War-2015-11-06,#19BestMovieof2015
2261,Off the Rails-2016-11-04,#62BestMovieof2016
2262,Offside-2007-03-23,#13BestMovieof2007
2263,O'Horten-2009-05-22,#51BestMovieof2009
2264,Old-2021-07-23,#44MostDiscussedMovieof2021
2265,Old Dogs-2009-11-25,#99MostDiscussedMovieof2009
2266,Old School-2003-02-21,#46MostDiscussedMovieof2003 
2267,Old School-2003-02-21, #24MostSharedMovieof2003
2268,Olympus Has Fallen-2013-03-22,#37MostDiscussedMovieof2013 
2269,Olympus Has Fallen-2013-03-22, #50MostSharedMovieof2013
2270,On Her Shoulders-2018-10-19,#45BestMovieof2018
2271,On the Rocks-2020-10-02,#100MostDiscussedMovieof2020
2272,Once-2007-05-16,#8BestMovieof2007 
2273,Once-2007-05-16, #25MostDiscussedMovieof2007 
2274,Once-2007-05-16, #5MostSharedMovieof2007
2275,Once Upon a Time in Mexico-2003-09-12,#58MostDiscussedMovieof2003
2276,One Day in September-2000-11-17,#14BestMovieof2000
2277,One Missed Call-2008-01-04,#41MostSharedMovieof2008
2278,One More Time with Feeling-2016-09-08,#6BestMovieof2016
2279,One Night at McCool's-2001-04-27,#73MostDiscussedMovieof2001 
2280,One Night at McCool's-2001-04-27, #23MostSharedMovieof2001
2281,Only God Forgives-2013-07-19,#55MostDiscussedMovieof2013 
2282,Only God Forgives-2013-07-19, #83MostSharedMovieof2013
2283,Onward-2020-03-06,#18MostDiscussedMovieof2020 
2284,Onward-2020-03-06, #16MostSharedMovieof2020
2285,Open Hearts-2003-02-21,#44BestMovieof2003
2286,Open Season-2006-09-29,#90MostSharedMovieof2006
2287,Ophelia-2019-06-28,#58MostSharedMovieof2019
2288,Orphan-2009-07-24,#47MostDiscussedMovieof2009 
2289,Orphan-2009-07-24, #9MostSharedMovieof2009
2290,Ouija-2014-10-24,#69MostDiscussedMovieof2014 
2291,Ouija-2014-10-24, #66MostSharedMovieof2014
2292,Ouija: Origin of Evil-2016-10-21,#81MostDiscussedMovieof2016
2293,Our Lady of the Assassins-2001-09-07,#75BestMovieof2001
2294,Out of the Furnace-2013-12-04,#99MostDiscussedMovieof2013 
2295,Out of the Furnace-2013-12-04, #91MostSharedMovieof2013
2296,Out of Time-2003-10-03,#85MostDiscussedMovieof2003 
2297,Out of Time-2003-10-03, #77MostSharedMovieof2003
2298,Outlaw King-2018-11-09,#92MostDiscussedMovieof2018
2299,Over the Hedge-2006-05-19,#65MostDiscussedMovieof2006 
2300,Over the Hedge-2006-05-19, #85MostSharedMovieof2006
2301,Overboard-2018-05-04,#92MostSharedMovieof2018
2302,Overlord-2018-11-09,#48MostDiscussedMovieof2018
2303,Owning Mahowny-2003-05-02,#92BestMovieof2003
2304,Oz the Great and Powerful-2013-03-08,#29MostDiscussedMovieof2013 
2305,Oz the Great and Powerful-2013-03-08, #57MostSharedMovieof2013
2306,Pacific Rim-2013-07-12,#4MostDiscussedMovieof2013 
2307,Pacific Rim-2013-07-12, #28MostSharedMovieof2013
2308,Pacific Rim: Uprising-2018-03-23,#30MostDiscussedMovieof2018 
2309,Pacific Rim: Uprising-2018-03-23, #20MostSharedMovieof2018
2310,Paid in Full-2002-10-25,#81MostSharedMovieof2002
2311,Pain & Gain-2013-04-26,#72MostDiscussedMovieof2013
2312,Painted Fire-2003-02-14,#39BestMovieof2003
2313,Palm Springs-2020-07-10,#40BestMovieof2020 
2314,Palm Springs-2020-07-10, #34MostDiscussedMovieof2020
2315,Pan-2015-10-09,#81MostDiscussedMovieof2015 
2316,Pan-2015-10-09, #45MostSharedMovieof2015
2317,Pandorum-2009-09-25,#28MostDiscussedMovieof2009 
2318,Pandorum-2009-09-25, #47MostSharedMovieof2009
2319,Panic Room-2002-03-29,#25MostDiscussedMovieof2002 
2320,Panic Room-2002-03-29, #67MostSharedMovieof2002
2321,Paper Towns-2015-07-24,#79MostDiscussedMovieof2015
2322,Paprika-2007-05-25,#34BestMovieof2007 
2323,Paprika-2007-05-25, #79MostSharedMovieof2007
2324,Paragraph 175-2000-09-13,#11BestMovieof2000
2325,Paranoid Park-2008-03-07,#19BestMovieof2008
2326,Paranormal Activity-2009-09-25,#10MostDiscussedMovieof2009 
2327,Paranormal Activity-2009-09-25, #40MostSharedMovieof2009
2328,Paranormal Activity 3-2011-10-21,#60MostDiscussedMovieof2011
2329,Paranormal Activity: The Marked Ones-2014-01-03,#85MostDiscussedMovieof2014
2330,Pariah-2011-12-28,#44BestMovieof2011
2331,Parker-2013-01-25,#96MostSharedMovieof2013
2332,Particle Fever-2014-03-05,#17BestMovieof2014
2333,Passengers-2008-10-24,#32MostSharedMovieof2008
2334,Passengers-2016-12-21,#22MostDiscussedMovieof2016 
2335,Passengers-2016-12-21, #36MostSharedMovieof2016
2336,Passing-2021-10-27,#35BestMovieof2021
2337,Paterson-2016-12-28,#9BestMovieof2016
2338,Paul-2011-03-18,#42MostDiscussedMovieof2011 
2339,Paul-2011-03-18, #69MostSharedMovieof2011
2340,"Paul, Apostle of Christ-2018-03-23",#86MostSharedMovieof2018
2341,Paul Blart: Mall Cop-2009-01-16,#41MostDiscussedMovieof2009 
2342,Paul Blart: Mall Cop-2009-01-16, #35MostSharedMovieof2009
2343,Paul Blart: Mall Cop 2-2015-04-17,#52MostDiscussedMovieof2015
2344,Pauline and Paulette-2002-03-15,#99BestMovieof2002
2345,Paycheck-2003-12-25,#42MostDiscussedMovieof2003 
2346,Paycheck-2003-12-25, #95MostSharedMovieof2003
2347,Pearl Harbor-2001-05-25,#23MostDiscussedMovieof2001 
2348,Pearl Harbor-2001-05-25, #31MostSharedMovieof2001
2349,Penguins of Madagascar-2014-11-26,#98MostDiscussedMovieof2014
2350,Peppermint-2018-09-07,#94MostDiscussedMovieof2018
2351,Percy Jackson & the Olympians: The Lightning Thief-2010-02-12,#28MostDiscussedMovieof2010 
2352,Percy Jackson & the Olympians: The Lightning Thief-2010-02-12, #46MostSharedMovieof2010
2353,Perfect Stranger-2007-04-13,#56MostSharedMovieof2007
2354,Persepolis-2007-12-25,#6BestMovieof2007 
2355,Persepolis-2007-12-25, #79MostDiscussedMovieof2007 
2356,Persepolis-2007-12-25, #95MostSharedMovieof2007
2357,Pet Sematary-2019-04-05,#49MostDiscussedMovieof2019 
2358,Pet Sematary-2019-04-05, #19MostSharedMovieof2019
2359,Pete Seeger: The Power of Song-2007-09-14,#30BestMovieof2007
2360,Peter and the Farm-2016-11-04,#61BestMovieof2016
2361,Peter Pan-2003-12-25,#54MostDiscussedMovieof2003 
2362,Peter Pan-2003-12-25, #60MostSharedMovieof2003
2363,Peter Rabbit-2018-02-09,#38MostSharedMovieof2018
2364,Phantom Thread-2017-12-25,#8BestMovieof2017 
2365,Phantom Thread-2017-12-25, #49MostDiscussedMovieof2017 
2366,Phantom Thread-2017-12-25, #30MostSharedMovieof2017
2367,Philomena-2013-11-22,#75BestMovieof2013
2368,Phoenix-2015-07-24,#14BestMovieof2015
2369,Phone Booth-2003-04-04,#30MostDiscussedMovieof2003
2370,Photographic Memory-2012-10-12,#45BestMovieof2012
2371,Pieces of April-2003-10-17,#99BestMovieof2003
2372,Pig-2021-07-16,#65BestMovieof2021 
2373,Pig-2021-07-16, #50MostDiscussedMovieof2021
2374,Pina-2011-12-23,#25BestMovieof2011
2375,Piranha 3DD-2012-06-01,#84MostDiscussedMovieof2012 
2376,Piranha 3DD-2012-06-01, #94MostSharedMovieof2012
2377,Pirates of the Caribbean: Dead Men Tell No Tales-2017-05-26,#28MostDiscussedMovieof2017 
2378,Pirates of the Caribbean: Dead Men Tell No Tales-2017-05-26, #21MostSharedMovieof2017
2379,Pirates of the Caribbean: On Stranger Tides-2011-05-20,#13MostDiscussedMovieof2011 
2380,Pirates of the Caribbean: On Stranger Tides-2011-05-20, #54MostSharedMovieof2011
2381,Pirates of the Caribbean: The Curse of the Black Pearl-2003-07-09,#3MostDiscussedMovieof2003 
2382,Pirates of the Caribbean: The Curse of the Black Pearl-2003-07-09, #23MostSharedMovieof2003
2383,Pitch Black-2000-02-18,#7MostDiscussedMovieof2000 
2384,Pitch Black-2000-02-18, #57MostSharedMovieof2000
2385,Pitch Perfect-2012-09-28,#58MostDiscussedMovieof2012 
2386,Pitch Perfect-2012-09-28, #18MostSharedMovieof2012
2387,Pitch Perfect 2-2015-05-15,#54MostDiscussedMovieof2015
2388,Pitch Perfect 3-2017-12-22,#97MostDiscussedMovieof2017
2389,Pixels-2015-07-24,#23MostDiscussedMovieof2015 
2390,Pixels-2015-07-24, #82MostSharedMovieof2015
2391,Planet 51-2009-11-20,#85MostDiscussedMovieof2009
2392,Planet of Snail-2012-07-25,#95BestMovieof2012
2393,Planet of the Apes-2001-07-27,#28MostDiscussedMovieof2001 
2394,Planet of the Apes-2001-07-27, #41MostSharedMovieof2001
2395,Please Give-2010-04-30,#46BestMovieof2010 
2396,Please Give-2010-04-30, #97MostSharedMovieof2010
2397,Point Break-2015-12-25,#60MostSharedMovieof2015
2398,Pola X-2000-09-08,#75MostSharedMovieof2000
2399,Polisse-2012-05-18,#81BestMovieof2012
2400,Pollock-2000-12-15,#34BestMovieof2000
2401,Poltergeist-2015-05-22,#53MostDiscussedMovieof2015
2402,Pompeii-2014-02-21,#84MostDiscussedMovieof2014
2403,Pontypool-2009-05-29,#90MostSharedMovieof2009
2404,Poolhall Junkies-2003-02-28,#77MostDiscussedMovieof2003 
2405,Poolhall Junkies-2003-02-28, #7MostSharedMovieof2003
2406,Pootie Tang-2001-06-29,#70MostSharedMovieof2001
2407,Popstar: Never Stop Never Stopping-2016-06-03,#83MostDiscussedMovieof2016
2408,Poseidon-2006-05-12,#75MostDiscussedMovieof2006
2409,Pray the Devil Back to Hell-2008-11-07,#49BestMovieof2008
2410,Predators-2010-07-09,#31MostDiscussedMovieof2010 
2411,Predators-2010-07-09, #88MostSharedMovieof2010
2412,Premature-2020-02-21,#54BestMovieof2020
2413,Presenting Princess Shaw-2016-05-27,#93BestMovieof2016
2414,Pressure Cooker-2009-05-27,#96BestMovieof2009
2415,Pride-2014-09-26,#61BestMovieof2014
2416,Pride & Prejudice-2005-11-11,#20BestMovieof2005 
2417,Pride & Prejudice-2005-11-11, #13MostDiscussedMovieof2005 
2418,Pride & Prejudice-2005-11-11, #20MostSharedMovieof2005
2419,Priest-2011-05-13,#65MostDiscussedMovieof2011 
2420,Priest-2011-05-13, #84MostSharedMovieof2011
2421,Prime-2005-10-28,#92MostDiscussedMovieof2005 
2422,Prime-2005-10-28, #17MostSharedMovieof2005
2423,Primer-2004-10-08,#46MostDiscussedMovieof2004 
2424,Primer-2004-10-08, #56MostSharedMovieof2004
2425,Prisoner of Paradise-2003-12-12,#93BestMovieof2003
2426,Prisoners-2013-09-20,#23MostDiscussedMovieof2013 
2427,Prisoners-2013-09-20, #35MostSharedMovieof2013
2428,Private-2005-11-18,#64MostSharedMovieof2005
2429,Private Life-2018-10-05,#50BestMovieof2018
2430,Prodigal Sons-2010-02-26,#71BestMovieof2010
2431,Profile-2021-05-14,#2MostSharedMovieof2021
2432,Project Almanac-2015-01-30,#83MostDiscussedMovieof2015
2433,Project Nim-2011-07-08,#24BestMovieof2011
2434,Project X-2012-03-02,#45MostDiscussedMovieof2012 
2435,Project X-2012-03-02, #24MostSharedMovieof2012
2436,Prom-2011-04-29,#80MostSharedMovieof2011
2437,Prom Night-2008-04-11,#89MostDiscussedMovieof2008 
2438,Prom Night-2008-04-11, #94MostSharedMovieof2008
2439,Prometheus-2012-06-08,#4MostDiscussedMovieof2012 
2440,Prometheus-2012-06-08, #6MostSharedMovieof2012
2441,Promises-2002-03-15,#29BestMovieof2002
2442,Promising Young Woman-2020-12-25,#22MostDiscussedMovieof2020
2443,Proof of Life-2000-12-08,#96MostDiscussedMovieof2000
2444,Proud Mary-2018-01-12,#57MostSharedMovieof2018
2445,P.S. I Love You-2007-12-21,#68MostDiscussedMovieof2007 
2446,P.S. I Love You-2007-12-21, #11MostSharedMovieof2007
2447,Public Enemies-2009-07-01,#29MostDiscussedMovieof2009 
2448,Public Enemies-2009-07-01, #34MostSharedMovieof2009
2449,Punch-Drunk Love-2002-10-11,#39BestMovieof2002 
2450,Punch-Drunk Love-2002-10-11, #20MostDiscussedMovieof2002 
2451,Punch-Drunk Love-2002-10-11, #38MostSharedMovieof2002
2452,Punisher: War Zone-2008-12-05,#70MostDiscussedMovieof2008 
2453,Punisher: War Zone-2008-12-05, #97MostSharedMovieof2008
2454,Punks-2001-11-02,#59MostSharedMovieof2001
2455,Push-2009-02-06,#72MostDiscussedMovieof2009 
2456,Push-2009-02-06, #65MostSharedMovieof2009
2457,Puss in Boots-2011-10-28,#61MostDiscussedMovieof2011 
2458,Puss in Boots-2011-10-28, #74MostSharedMovieof2011
2459,Putty Hill-2011-02-18,#48BestMovieof2011
2460,Quantum of Solace-2008-11-14,#8MostDiscussedMovieof2008 
2461,Quantum of Solace-2008-11-14, #42MostSharedMovieof2008
2462,Quarantine-2008-10-10,#69MostDiscussedMovieof2008
2463,Queen of the Damned-2002-02-22,#52MostDiscussedMovieof2002 
2464,Queen of the Damned-2002-02-22, #68MostSharedMovieof2002
2465,Queen & Slim-2019-11-27,#89MostDiscussedMovieof2019
2466,Quills-2000-11-22,#86BestMovieof2000 
2467,Quills-2000-11-22, #92MostSharedMovieof2000
2468,"Quo Vadis, Aida?-2021-03-05",#1BestMovieof2021 
2469,"Quo Vadis, Aida?-2021-03-05", #99MostDiscussedMovieof2021
2470,Rabbit Hole-2010-12-17,#59BestMovieof2010
2471,Rabbit-Proof Fence-2002-11-29,#31BestMovieof2002
2472,Race to Witch Mountain-2009-03-13,#99MostSharedMovieof2009
2473,Rachel Getting Married-2008-10-03,#28BestMovieof2008 
2474,Rachel Getting Married-2008-10-03, #27MostDiscussedMovieof2008 
2475,Rachel Getting Married-2008-10-03, #100MostSharedMovieof2008
2476,Racing Dreams-2010-05-21,#45BestMovieof2010
2477,Rain-2002-04-26,#92BestMovieof2002
2478,Raise Your Voice-2004-10-08,#100MostDiscussedMovieof2004
2479,Raising Victor Vargas-2003-03-28,#19BestMovieof2003
2480,Raja-2004-03-26,#76BestMovieof2004
2481,Rambo-2008-01-25,#18MostDiscussedMovieof2008 
2482,Rambo-2008-01-25, #14MostSharedMovieof2008
2483,Rambo: Last Blood-2019-09-20,#27MostDiscussedMovieof2019
2484,Rampage-2018-04-13,#45MostDiscussedMovieof2018 
2485,Rampage-2018-04-13, #12MostSharedMovieof2018
2486,Rango-2011-03-04,#68BestMovieof2011 
2487,Rango-2011-03-04, #26MostDiscussedMovieof2011 
2488,Rango-2011-03-04, #20MostSharedMovieof2011
2489,Rat Film-2017-09-15,#49BestMovieof2017
2490,Ratatouille-2007-06-29,#2BestMovieof2007 
2491,Ratatouille-2007-06-29, #6MostDiscussedMovieof2007 
2492,Ratatouille-2007-06-29, #9MostSharedMovieof2007
2493,Ratcatcher-2000-10-13,#39BestMovieof2000
2494,Raw-2017-03-10,#66BestMovieof2017 
2495,Raw-2017-03-10, #96MostDiscussedMovieof2017 
2496,Raw-2017-03-10, #86MostSharedMovieof2017
2497,Ray-2004-10-29,#93BestMovieof2004 
2498,Ray-2004-10-29, #82MostDiscussedMovieof2004 
2499,Ray-2004-10-29, #62MostSharedMovieof2004
2500,Ray & Liz-2019-07-10,#65BestMovieof2019
2501,Raya and the Last Dragon-2021-03-05,#27MostDiscussedMovieof2021
2502,Read My Lips-2002-07-05,#23BestMovieof2002
2503,Ready Player One-2018-03-29,#8MostDiscussedMovieof2018 
2504,Ready Player One-2018-03-29, #4MostSharedMovieof2018
2505,Ready to Rumble-2000-04-07,#87MostDiscussedMovieof2000
2506,Real Steel-2011-10-07,#44MostDiscussedMovieof2011 
2507,Real Steel-2011-10-07, #51MostSharedMovieof2011
2508,Real Women Have Curves-2002-10-18,#91BestMovieof2002
2509,RED 2-2013-07-19,#86MostSharedMovieof2013
2510,Red Dawn-2012-11-21,#66MostDiscussedMovieof2012 
2511,Red Dawn-2012-11-21, #74MostSharedMovieof2012
2512,Red Dragon-2002-10-04,#40MostDiscussedMovieof2002 
2513,Red Dragon-2002-10-04, #62MostSharedMovieof2002
2514,Red Notice-2021-11-05,#28MostDiscussedMovieof2021
2515,Red Planet-2000-11-10,#27MostDiscussedMovieof2000 
2516,Red Planet-2000-11-10, #7MostSharedMovieof2000
2517,Red Riding Hood-2011-03-11,#90MostDiscussedMovieof2011
2518,Red Road-2007-04-13,#79BestMovieof2007
2519,Red Sparrow-2018-03-02,#35MostDiscussedMovieof2018 
2520,Red Sparrow-2018-03-02, #18MostSharedMovieof2018
2521,Red Tails-2012-01-20,#92MostDiscussedMovieof2012
2522,Redbelt-2008-05-02,#98BestMovieof2008
2523,Reign Over Me-2007-03-23,#84MostDiscussedMovieof2007
2524,Reindeer Games-2000-02-25,#88MostSharedMovieof2000
2525,Rejoice and Shout-2011-06-03,#98BestMovieof2011
2526,Relaxer-2019-03-22,#45BestMovieof2019
2527,Remember Me-2010-03-12,#56MostDiscussedMovieof2010 
2528,Remember Me-2010-03-12, #20MostSharedMovieof2010
2529,Remember the Titans-2000-09-29,#29MostDiscussedMovieof2000 
2530,Remember the Titans-2000-09-29, #27MostSharedMovieof2000
2531,Rent-2005-11-23,#25MostDiscussedMovieof2005 
2532,Rent-2005-11-23, #100MostSharedMovieof2005
2533,Repo! The Genetic Opera-2008-11-07,#62MostDiscussedMovieof2008
2534,Reprise-2008-05-16,#43BestMovieof2008
2535,Requiem-2006-10-20,#29BestMovieof2006
2536,Requiem for a Dream-2000-10-06,#2MostDiscussedMovieof2000 
2537,Requiem for a Dream-2000-10-06, #5MostSharedMovieof2000
2538,Rescue Dawn-2007-07-04,#50BestMovieof2007 
2539,Rescue Dawn-2007-07-04, #98MostDiscussedMovieof2007 
2540,Rescue Dawn-2007-07-04, #55MostSharedMovieof2007
2541,Resident Evil-2002-03-15,#8MostDiscussedMovieof2002 
2542,Resident Evil-2002-03-15, #26MostSharedMovieof2002
2543,Resident Evil: Afterlife-2010-09-10,#34MostDiscussedMovieof2010
2544,Resident Evil: Apocalypse-2004-09-10,#26MostDiscussedMovieof2004 
2545,Resident Evil: Apocalypse-2004-09-10, #97MostSharedMovieof2004
2546,Resident Evil: Extinction-2007-09-21,#56MostDiscussedMovieof2007 
2547,Resident Evil: Extinction-2007-09-21, #99MostSharedMovieof2007
2548,Resident Evil: Retribution-2012-09-14,#39MostDiscussedMovieof2012 
2549,Resident Evil: Retribution-2012-09-14, #37MostSharedMovieof2012
2550,Resident Evil: Welcome to Raccoon City-2021-11-24,#23MostDiscussedMovieof2021
2551,Residue-2020-09-17,#43BestMovieof2020
2552,Restrepo-2010-06-25,#16BestMovieof2010 
2553,Restrepo-2010-06-25, #89MostSharedMovieof2010
2554,Results-2015-05-29,#84MostSharedMovieof2015
2555,Revanche-2009-05-01,#16BestMovieof2009
2556,Revenge-2018-05-11,#66BestMovieof2018 
2557,Revenge-2018-05-11, #79MostDiscussedMovieof2018 
2558,Revenge-2018-05-11, #56MostSharedMovieof2018
2559,Revenge of the Mekons-2014-10-29,#78BestMovieof2014
2560,Revolutionary Road-2008-12-26,#94BestMovieof2008 
2561,Revolutionary Road-2008-12-26, #56MostDiscussedMovieof2008 
